run_id,instance_id,scenario_id,arm,model_id,status,error,recommendation_id,reference_top1,rank,normalized_regret,exact_top1,candidate_valid,canonical_valid,solver_nonempty,s3_semantics_valid,s2_constraint_valid
S3-06__A__nvidia_nemotron-3-super-120b-a12b_free,S3-06,S3,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-AEG-GN851XT,,,,0,0,0,,
S3-06__B__nvidia_nemotron-3-super-120b-a12b_free,S3-06,S3,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-AEG-GN851XT,,,,0,0,0,,
S3-06__C__nvidia_nemotron-3-super-120b-a12b_free,S3-06,S3,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-AEG-GN851XT,,,,0,0,0,0,
S3-06__D__nvidia_nemotron-3-super-120b-a12b_free,S3-06,S3,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Unterminated string starting at: line 6 column 14 (char 220),,IDX-AEG-GN851XT,,,,0,0,0,,
S3-07__A__nvidia_nemotron-3-super-120b-a12b_free,S3-07,S3,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-SIEMENS-SX65EX16CE,,,,0,0,0,,
S3-07__B__nvidia_nemotron-3-super-120b-a12b_free,S3-07,S3,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-SIEMENS-SX65EX16CE,,,,0,0,0,,
S3-07__C__nvidia_nemotron-3-super-120b-a12b_free,S3-07,S3,C,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-SIEMENS-SX65EX16CE,,,,0,0,0,,
S3-07__D__nvidia_nemotron-3-super-120b-a12b_free,S3-07,S3,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-SIEMENS-SX65EX16CE,,,,0,0,0,,
S3-08__A__nvidia_nemotron-3-super-120b-a12b_free,S3-08,S3,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,EPREL-1586891,,,,0,0,0,,
S3-08__B__nvidia_nemotron-3-super-120b-a12b_free,S3-08,S3,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-1586891,,,,0,0,0,,
S3-08__C__nvidia_nemotron-3-super-120b-a12b_free,S3-08,S3,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-1586891,,,,0,0,0,0,
S3-08__D__nvidia_nemotron-3-super-120b-a12b_free,S3-08,S3,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-1586891,,,,0,0,0,,
S4-01__A__nvidia_nemotron-3-super-120b-a12b_free,S4-01,S4,A,nvidia/nemotron-3-super-120b-a12b:free,success,,IDX-BOSCH-SMD6ECX17E,EPREL-2038560,4,0.017010009489118016,0,1,0,0,,
S4-01__B__nvidia_nemotron-3-super-120b-a12b_free,S4-01,S4,B,nvidia/nemotron-3-super-120b-a12b:free,success,,EPREL-2038560,EPREL-2038560,1,0.0,1,1,0,0,,
S4-01__C__nvidia_nemotron-3-super-120b-a12b_free,S4-01,S4,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-2038560,,,,0,0,0,,
S4-01__D__nvidia_nemotron-3-super-120b-a12b_free,S4-01,S4,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-2038560,,,,0,0,0,,
S4-02__A__nvidia_nemotron-3-super-120b-a12b_free,S4-02,S4,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-NEFF-S289ECX0ME,,,,0,0,0,,
S4-02__B__nvidia_nemotron-3-super-120b-a12b_free,S4-02,S4,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting property name enclosed in double quotes: line 2 column 1 (char 2),,IDX-NEFF-S289ECX0ME,,,,0,0,0,,
S4-02__C__nvidia_nemotron-3-super-120b-a12b_free,S4-02,S4,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-NEFF-S289ECX0ME,,,,0,0,0,,
S4-02__D__nvidia_nemotron-3-super-120b-a12b_free,S4-02,S4,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,IDX-NEFF-S289ECX0ME,,,,0,0,0,,
S4-03__A__nvidia_nemotron-3-super-120b-a12b_free,S4-03,S4,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-AEG-GU8200A2SNW,,,,0,0,0,,
S4-03__B__nvidia_nemotron-3-super-120b-a12b_free,S4-03,S4,B,nvidia/nemotron-3-super-120b-a12b:free,success,,IDX-SIEMENS-SN55ES16CE,IDX-AEG-GU8200A2SNW,5,0.14290890269151135,0,1,0,0,,
S4-03__C__nvidia_nemotron-3-super-120b-a12b_free,S4-03,S4,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-AEG-GU8200A2SNW,,,,0,0,0,,
S4-03__D__nvidia_nemotron-3-super-120b-a12b_free,S4-03,S4,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,IDX-AEG-GU8200A2SNW,,,,0,0,0,,
S4-04__A__nvidia_nemotron-3-super-120b-a12b_free,S4-04,S4,A,nvidia/nemotron-3-super-120b-a12b:free,success,,IDX-AEG-GN851XT,IDX-AEG-GN851XT,1,0.0,1,1,0,0,,
S4-04__B__nvidia_nemotron-3-super-120b-a12b_free,S4-04,S4,B,nvidia/nemotron-3-super-120b-a12b:free,success,,EPREL-1405065,IDX-AEG-GN851XT,7,0.45907738095238093,0,1,0,0,,
S4-04__C__nvidia_nemotron-3-super-120b-a12b_free,S4-04,S4,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-AEG-GN851XT,,,,0,0,0,,
S4-04__D__nvidia_nemotron-3-super-120b-a12b_free,S4-04,S4,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,IDX-AEG-GN851XT,,,,0,0,0,,
S4-05__A__nvidia_nemotron-3-super-120b-a12b_free,S4-05,S4,A,nvidia/nemotron-3-super-120b-a12b:free,success,,IDX-BOSCH-SMI6ECS17E,IDX-BOSCH-SBV6YCX0ME,4,0.026253481894150443,0,1,0,0,,
S4-05__B__nvidia_nemotron-3-super-120b-a12b_free,S4-05,S4,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting property name enclosed in double quotes: line 2 column 1 (char 2),,IDX-BOSCH-SBV6YCX0ME,,,,0,0,0,,
S4-05__C__nvidia_nemotron-3-super-120b-a12b_free,S4-05,S4,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-BOSCH-SBV6YCX0ME,,,,0,0,0,,
S4-05__D__nvidia_nemotron-3-super-120b-a12b_free,S4-05,S4,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,"Expecting ',' delimiter: line 6 column 55 (char 243)",,IDX-BOSCH-SBV6YCX0ME,,,,0,0,0,,
S4-06__A__nvidia_nemotron-3-super-120b-a12b_free,S4-06,S4,A,nvidia/nemotron-3-super-120b-a12b:free,success,,EPREL-2350311,EPREL-2350311,1,0.0,1,1,0,0,,
S4-06__B__nvidia_nemotron-3-super-120b-a12b_free,S4-06,S4,B,nvidia/nemotron-3-super-120b-a12b:free,success,,EPREL-1806358,EPREL-2350311,2,0.17270474457974472,0,1,0,0,,
S4-06__C__nvidia_nemotron-3-super-120b-a12b_free,S4-06,S4,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-2350311,,,,0,0,0,,
S4-06__D__nvidia_nemotron-3-super-120b-a12b_free,S4-06,S4,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-2350311,,,,0,0,0,,
S4-07__A__nvidia_nemotron-3-super-120b-a12b_free,S4-07,S4,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,EPREL-1586891,,,,0,0,0,,
S4-07__B__nvidia_nemotron-3-super-120b-a12b_free,S4-07,S4,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting property name enclosed in double quotes: line 26 column 41 (char 593),,EPREL-1586891,,,,0,0,0,,
S4-07__C__nvidia_nemotron-3-super-120b-a12b_free,S4-07,S4,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-1586891,,,,0,0,0,,
S4-07__D__nvidia_nemotron-3-super-120b-a12b_free,S4-07,S4,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-1586891,,,,0,0,0,,
S5-01__A__nvidia_nemotron-3-super-120b-a12b_free,S5-01,S5,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S5-01__B__nvidia_nemotron-3-super-120b-a12b_free,S5-01,S5,B,nvidia/nemotron-3-super-120b-a12b:free,success,,EPREL-2250711,IDX-BOSCH-SMS6ECI13E,,,,1,0,0,,
S5-01__C__nvidia_nemotron-3-super-120b-a12b_free,S5-01,S5,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S5-01__D__nvidia_nemotron-3-super-120b-a12b_free,S5-01,S5,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S5-02__A__nvidia_nemotron-3-super-120b-a12b_free,S5-02,S5,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S5-02__B__nvidia_nemotron-3-super-120b-a12b_free,S5-02,S5,B,nvidia/nemotron-3-super-120b-a12b:free,success,,EPREL-2064127,IDX-BOSCH-SMS6ECI13E,4,0.48136904761904753,0,1,0,0,,
S5-02__C__nvidia_nemotron-3-super-120b-a12b_free,S5-02,S5,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S5-02__D__nvidia_nemotron-3-super-120b-a12b_free,S5-02,S5,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S5-03__A__nvidia_nemotron-3-super-120b-a12b_free,S5-03,S5,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,EPREL-1586891,,,,0,0,0,,
S5-03__B__nvidia_nemotron-3-super-120b-a12b_free,S5-03,S5,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-1586891,,,,0,0,0,,
S5-03__C__nvidia_nemotron-3-super-120b-a12b_free,S5-03,S5,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-1586891,,,,0,0,0,,
S5-03__D__nvidia_nemotron-3-super-120b-a12b_free,S5-03,S5,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-1586891,,,,0,0,0,,
S5-04__A__nvidia_nemotron-3-super-120b-a12b_free,S5-04,S5,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-AEG-GN851XT,,,,0,0,0,,
S5-04__B__nvidia_nemotron-3-super-120b-a12b_free,S5-04,S5,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting property name enclosed in double quotes: line 2 column 1 (char 2),,IDX-AEG-GN851XT,,,,0,0,0,,
S5-04__C__nvidia_nemotron-3-super-120b-a12b_free,S5-04,S5,C,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting property name enclosed in double quotes: line 2 column 1 (char 2),,IDX-AEG-GN851XT,,,,0,0,0,,
S5-04__D__nvidia_nemotron-3-super-120b-a12b_free,S5-04,S5,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,IDX-AEG-GN851XT,,,,0,0,0,,
S5-05__A__nvidia_nemotron-3-super-120b-a12b_free,S5-05,S5,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,(none?),IDX-SIEMENS-SX87EX01CE,,,,0,0,0,,
S5-05__B__nvidia_nemotron-3-super-120b-a12b_free,S5-05,S5,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-SIEMENS-SX87EX01CE,,,,0,0,0,,
S5-05__C__nvidia_nemotron-3-super-120b-a12b_free,S5-05,S5,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-SIEMENS-SX87EX01CE,,,,0,0,0,,
S5-05__D__nvidia_nemotron-3-super-120b-a12b_free,S5-05,S5,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,IDX-SIEMENS-SX87EX01CE,,,,0,0,0,,
S5-06__A__nvidia_nemotron-3-super-120b-a12b_free,S5-06,S5,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,"<record_id>""",EPREL-2350311,,,,0,0,0,,
S5-06__B__nvidia_nemotron-3-super-120b-a12b_free,S5-06,S5,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-2350311,,,,0,0,0,,
S5-06__C__nvidia_nemotron-3-super-120b-a12b_free,S5-06,S5,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-2350311,,,,0,0,0,,
S5-06__D__nvidia_nemotron-3-super-120b-a12b_free,S5-06,S5,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-2350311,,,,0,0,0,,
S5-07__A__nvidia_nemotron-3-super-120b-a12b_free,S5-07,S5,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,"<record_id>""",EPREL-1806358,,,,0,0,0,,
S5-07__B__nvidia_nemotron-3-super-120b-a12b_free,S5-07,S5,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-1806358,,,,0,0,0,,
S5-07__C__nvidia_nemotron-3-super-120b-a12b_free,S5-07,S5,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-1806358,,,,0,0,0,,
S5-07__D__nvidia_nemotron-3-super-120b-a12b_free,S5-07,S5,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-1806358,,,,0,0,0,,
